"id";"date";"treatments_categories_id";"top_id";"treatments";"treatments_tr";"treatments_de";"treatments_ru";"description";"description_tr";"description_de";"description_ru";"picture";"average_length_of_stay";"average_length_of_stay_tr";"average_length_of_stay_de";"average_length_of_stay_ru";"length_of_stay_hospital";"length_of_stay_hospital_tr";"length_of_stay_hospital_de";"length_of_stay_hospital_ru";"operation_duration";"operation_duration_tr";"operation_duration_de";"operation_duration_ru";"anesthesia";"anesthesia_tr";"anesthesia_de";"anesthesia_ru";"recovery_duration";"recovery_duration_tr";"recovery_duration_de";"recovery_duration_ru";"google_title";"google_title_tr";"google_title_de";"google_title_ru";"google_desc";"google_desc_tr";"google_desc_de";"google_desc_ru";"hit";"hit_tr";"hit_de";"hit_ru";"more_hit";"more_hit_tr";"more_hit_de";"more_hit_ru";"url";"url_tr";"url_de";"url_ru"
"15";"2021-07-13 08:04:47";"2";NULL;"Gastric Bypass";"Gastrik Bypass";"Magenbypass";NULL;"<p>Gastric bypass surgery is a surgical procedure that allows the patient to lose weight by changing the structure of the stomach and small intestine. During surgery, the stomach is reduced to reduce the patient's food intake and absorption. The surgery aims to reduce the saturation of the stomach by reducing the volume of the stomach, and to remove the consumed foods without absorbing them.</p>
<h3>Advantages of Gastric Bypass Surgery</h3>
<ul><li>The biggest advantage is that the stomach can be restored to its original state since no parts are removed from the stomach.</li>
<li>It also treats diseases such as reflux and gastric hernia.</li>
<li>Helps cure diseases such as diabetes.</li>
<li>The risk of heart disease is reduced.</li>
<li>It is less likely to recover weight given than tube stomach surgery.</li>
</ul><h3>Who can do it?</h3>
<p>Gastric bypass surgery can be performed for patients between 18-65 years of age, whose body mass index is suitable for surgery, who have tried to lose weight with diet and exercise before, but have not succeeded and have no discomfort to prevent surgery.</p>
<p>For postoperative success, the patient should be prepared not only physically but also psychologically. If a person is not willing to lose weight, slimming treatments have no meaning.</p>
<h3>How is it done?</h3>
<p>Gastric bypass surgery is performed under closed technique (laparoscopy) and under general anesthesia. In the closed surgery technique, holes are opened from the appropriate areas and entry is made to the abdomen.</p>
<p>In the first stage of the surgery, a stomach pouch is formed at the entrance of the stomach. This stomach pouch is small in volume and allows the patient to feel saturated with little food.</p>
<p>The second stage is the bypass stage. A portion of the small intestine is cut into the large intestine and is connected to the newly formed stomach pouch. The end of the remaining small intestine is connected to the intestine again from the lower part.</p>
<h3>What are the risks?</h3>
<p>The risks of gastric bypass surgery are valid for all surgical procedures. Complications may vary according to the age and weight of the patient, so the doctor can provide the most accurate information on this subject after the examination.</p>
<h3>Postoperative nutrition and exercise</h3>
<p>As in all attenuation attempts, postoperative nutrition and exercise are as important as gastric bypass surgery. The patient has to follow his / her diet.</p>
<p>It is important to eat frequently and eat less, eat foods that contain protein, and eat slowly and chewably. Patient-specific detailed information about nutrition is provided by the dietician.</p>
<p>Patient must start exercise 1 month after the operation.</p>";"<p>Gastrik bypass ameliyatý mide ve ince baðýrsaðýn yapýsýný deðiþtirerek hastanýn kilo vermesini saðlayan bir cerrahi giriþimdir. Ameliyat sýrasýnda mide küçültülerek hastanýn gýda alýmýnda ve emiliminde azalma saðlanýr. Ameliyat mide hacminin küçültülmesiyle az gýda ile doygunluk, baðýrsaklarýn bir bölümünün devre dýþý býrakýlmasýyla tüketilen gýdalarýn emilmeden atýlmasýný hedefler.</p>
<h3>Gastrik Bypass ameliyatýnýn avantajlarý</h3>
<ul><li>En büyük avantajý mideden parça çýkartýlmadýðý için midenin orijinal haline getirilmesi mümkündür.</li>
<li>Reflü ve mide fýtýðý gibi hastalýklarý da tedavi eder.</li>
<li>Þeker hastalýðý gibi hastalýklarýn iyileþmesine yardýmcý olur.</li>
<li>Kalp hastalýklarý riski azalýr.</li>
<li>Verilen kiloyu geri alma ihtimali tüp mide ameliyatýna göre daha düþüktür.</li>
</ul><h3>Kimlere yapýlýr?</h3>
<p>18-65 yaþ arasý, vücut kitle indeksi ameliyata uygun olan, daha önce diyet ve egzersiz ile kilo vermeyi denemiþ ancak baþarýlý olamamýþ, ameliyata girmesine engel olacak bir rahatsýzlýðý bulunmayan hastalara gastrik bypass ameliyatý yapýlabilir.</p>
<p>Ameliyat sonrasý baþarý için hastanýn sadece fiziksel deðil psikolojik olarak da hazýr olmasý gerekir. Eðer kiþi kilo vermeye istekli deðilse zayýflama tedavilerinin bir anlamý yoktur.</p>
<h3>Nasýl yapýlýr?</h3>
<p>Gastrik bypass ameliyatý kapalý teknikle (laparoskopi) ve genel anestezi altýnda yapýlýr. Kapalý ameliyat tekniðinde uygun bölgelerden delikler açýlarak karýn altý bölgesine giriþ yapýlýr.</p>
<p>Ameliyatýn ilk aþamasýnda midenin giriþinde bir mide poþu oluþturulur. Bu mide poþu hacim olarak küçük olduðu için hastanýn az gýda ile doygunluk hissetmesini saðlar.</p>
<p>Ýkinci aþama bypass aþamasýdýr. Ýnce baðýrsaðýn kalýn baðýrsaða giden kýsmýnda bir kýsým kesilir ve yeni oluþturulmuþ mide poþuna baðlanýr. Geride kalan ince baðýrsaðýn ucu ise alt kýsýmdan tekrar baðýrsaða baðlanýr.</p>
<h3>Riskleri nelerdir?</h3>
<p>Gastrik bypass ameliyatýndaki riskler tüm cerrahi giriþimler için geçerli olan risklerdir. Komplikasyon durumlarý hastanýn yaþýna ve kilosuna göre de deðiþebildiði için bu konuda en doðru bilgiyi muayene sonrasý doktor verebilir.</p>
<h3>Ameliyat sonrasý beslenme ve egzersiz</h3>
<p>Tüm zayýflatma giriþimlerinde olduðu gibi Gastrik bypass ameliyatýnda da operasyon sonrasý beslenme ve egzersiz en az operasyon kadar önemlidir. Hastanýn kendisine özel hazýrlanmýþ diyet programýna uymasý gerekir.</p>
<p>Sýk ve az yemek, yenilen öðünlerin protein içermesi, yavaþ ve çok çiðnenerek yenilmesi önemlidir. Beslenme hakkýnda hastaya özel detaylý bilgiler diyetisyen tarafýndan saðlanmaktadýr.</p>
<p>Operasyondan 1 ay sonra egzersize baþlanmalýdýr.</p>";NULL;NULL;"gastric-bypass.jpg";"5 days";NULL;NULL;NULL;"3 days";NULL;NULL;NULL;"1-2 hours";NULL;NULL;NULL;"General anesthesia";NULL;NULL;NULL;"1-2 weeks";NULL;NULL;NULL;"Gastric Bypass Clinics in Turkey - Find Clinic in Turkey";"Gastrik Bypass Klinikleri - Türkiye'de Klinik bul";"Magenbypass Kliniken - Finden sie eine Klinik in der Türkei";NULL;"Find Gastric Bypass Clinic at Turkey. Gastric bypass surgery is a surgical procedure that allows the patient to lose weight by changing the structure of the stomach and small intestine.";"Türkiye'deki Gastrik Bypass Klinikleri. Gastrik bypass ameliyatý mide ve ince baðýrsaðýn yapýsýný deðiþtirerek hastanýn kilo vermesini saðlayan bir cerrahi giriþimdir.";"Finden sie Magenbypass Kliniken in der Türkei.";NULL;"2193";"1";"1";"1";"9";"1";"1";"1";"gastric-bypass";"gastrik-bypass";"magenbypass";NULL
"16";"2019-05-17 00:00:00";"2";NULL;"Gastric Plication";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"gastric-plication-16";NULL;NULL;NULL
"17";"2021-07-13 12:42:19";"2";NULL;"Gastric Sleeve";"Tüp Mide Ameliyatý";"Schlauchmagen Operation";NULL;"<p>Gastric sleeve surgery is a gastric reduction surgery performed in the treatment of obesity. Since the operation process is comfortable, it is the most common slimming surgery worldwide. It aims to cut and remove 80% of the stomach laparoscopiccally.</p>
<p>During gastric sleeve surgery, a large part of the stomach is removed and the stomach becomes a thin tube. The stomach's nutritional capacity is reduced and the hormones that create a feeling of hunger and satiety are balanced. Gastric sleeve surgery aims to lose 70-80% of the patient's excess weight in the first year. In addition to that, obesity-related diseases such as blood pressure and sugar is intended to disappear after surgery.</p>
<h3>Advantages of Gastric Sleeve surgery</h3>
<ul><li>Since the operation is performed laparoscopiccally, the recovery time is shorter. The patient may return to his / her daily life more quicker.</li>
<li>The reduction of the stomach creates a feeling of saturation with little food.</li>
<li>The natural functioning of the digestive system is not impaired.</li>
<li>The risk of ulcer formation is minimal.</li>
<li>It allows a second operation to be performed in cases where the operation is insufficient.</li>
</ul><h3>Who can get it done?</h3>
<p>Gastric sleeve surgery can be performed for patients between 18-65 years of age, whose body mass indexes are suitable for surgery, who have tried to lose weight with diet and exercise before, but have not been successful and have no problems that prevents the surgery.</p>
<p>For postoperative success, the patient should be prepared not only physically but also psychologically. If a person is not willing to lose weight, slimming treatments have no meaning.</p>
<h3>How is it done?</h3>
<p>Gastric sleeve surgery is performed with closed technique, ie laparoscopy and under general anesthesia.</p>
<p>In closed surgery technique, 4 holes are drilled from the appropriate regions to enter the abdomen. With the help of titanium stapling tools called stapler, a suture is made between the part of the stomach to be cut and left. The section which lost its function after the sewing is cut off and removed.</p>
<p>The operation takes approximately 50 minutes.</p>
<h3>What are the risks?</h3>
<p>Risks in gastric sleeve surgery are valid for all surgical procedures. There is very little possibility of complications based gastric sleeve surgery. Since complications may vary depending on the age and weight of the patient, the most accurate information on this subject can be provided by the doctor after the examination.</p>
<h3>Postoperative nutrition and exercise</h3>
<p>In gastric sleeve surgery post-operative feeding and exercise are just as important as the other attenuation attempts. Since 80% of the patient's stomach will be removed, there will be fundamental changes in the feeding habits.</p>
<p>During the feeding process, which starts with liquid nutrients after the surgery, solid foods are passed slowly. It is important to eat frequently and less, eat foods that contain protein, and eat slowly and chewably. Patient-specific detailed information about nutrition is provided by the dietician.</p>
<p>In order to maintain muscle mass and accelerate metabolism, exercise should be started 1 month after surgery.</p>";"<p>Tüp mide ameliyatý, obezite tedavisinde uygulanan bir mide küçültme ameliyatýdýr. Operasyon süreci konforlu olduðu için dünya çapýndaki en yaygýn zayýflama ameliyatýdýr. Kapalý ameliyat yöntemi (laparoskopik) ile midenin %80'lik bölümünü kesip çýkartmayý amaçlar.</p>
<p>Tüp mide ameliyatýnda midenin büyük bir kýsmý çýkartýlýr ve mide ince bir tüp halini alýr. Midenin besin alma kapasitesi azalýr ve açlýk tokluk hissi yaratan hormonlar dengelenir. Tüp mide ameliyatý ile ilk yýlda hastanýn fazla kilolarýnýn %70-80'lik kýsmýndan kurtulmasý hedeflenir. Bunun yanýnda obeziteye baðlý tansiyon ve þeker gibi hastalýklarýn da ameliyat sonrasýnda ortadan kalkmasý amaçlanýr.</p>
<h3>Tüp Mide ameliyatýnýn avantajlarý</h3>
<ul><li>Operasyon kapalý yöntem (laparoskopik) olarak uygulandýðý için iyileþme süresi daha kýsadýr. Hasta günlük hayatýna daha çabuk dönebilir.</li>
<li>Midenin küçültülmesi az gýdayla doyma hissi yaratýr.</li>
<li>Sindirim sisteminin doðal iþleyiþi bozulmaz.</li>
<li>Ülser oluþma riski minimumdur.</li>
<li>Ameliyatýn yetersiz kaldýðý durumlarda ikinci bir ameliyatýn yapýlmasýna imkân tanýr.</li>
</ul><h3>Kimlere yapýlýr?</h3>
<p>18-65 yaþ arasý, vücut kitle indeksi ameliyata uygun olan, daha önce diyet ve egzersiz ile kilo vermeyi denemiþ ancak baþarýlý olamamýþ, ameliyata girmesine engel olacak bir rahatsýzlýðý bulunmayan hastalara tüp mide ameliyatý yapýlabilir.</p>
<p>Ameliyat sonrasý baþarý için hastanýn sadece fiziksel deðil psikolojik olarak da hazýr olmasý gerekir. Eðer kiþi kilo vermeye istekli deðilse zayýflama tedavilerinin bir anlamý yoktur.</p>
<h3>Nasýl yapýlýr?</h3>
<p>Tüp mide ameliyatý kapalý teknikle yani laparoskopi tekniðiyle ve genel anestezi altýnda yapýlýr.</p>
<p>Kapalý ameliyat tekniðinde uygun bölgelerden 4 delik açýlarak karýn altý bölgesine giriþ yapýlýr. Stapler adý verilen titanyum zýmbalama aletleri yardýmýyla midenin kesilecek ve kalacak bölümü arasýna dikiþ atýlýr. Dikiþin ardýndan iþlevini yitiren bölüm kesilerek çýkartýlýr.</p>
<p>Operasyon yaklaþýk 50 dakika sürmektedir.</p>
<h3>Riskleri nelerdir?</h3>
<p>Tüp mide ameliyatýndaki riskler tüm cerrahi giriþimler için geçerli olan risklerdir. Tüp mide ameliyatý kaynaklý bir komplikasyon ihtimali çok azdýr. Komplikasyon durumlarý hastanýn yaþýna ve kilosuna göre de deðiþebildiði için bu konuda en doðru bilgiyi muayene sonrasý doktor verebilir.</p>
<h3>Ameliyat sonrasý beslenme ve egzersiz</h3>
<p>Tüp mide ameliyatýnda ve diðer zayýflatma giriþimlerinde, operasyon sonrasý beslenme ve egzersiz en az operasyon kadar önemlidir. Hastanýn midesinin %80'lik bir kýsmý çýkartýlacaðý için beslenme alýþkanlýklarýnda köklü deðiþiklikler olacaktýr.</p>
<p>Ameliyat sonrasý sývý besinlerle baþlayan beslenme sürecinde yavaþ bir þekilde katý gýdalara geçilir. Sýk ve az yemek, yenilen öðünlerin protein içermesi, yavaþ ve çok çiðnenerek yenilmesi önemlidir. Beslenme hakkýnda hastaya özel detaylý bilgiler diyetisyen tarafýndan saðlanmaktadýr.</p>
<p>Kas kitlesini koruma ve metabolizmayý hýzlandýrmak amacýyla ameliyattan 1 ay sonra egzersize baþlanmalýdýr.</p>";NULL;NULL;"gastric-sleeve.jpg";"6 days";NULL;NULL;NULL;"4 days";NULL;NULL;NULL;"1-2 hours";NULL;NULL;NULL;"General anesthesia";NULL;NULL;NULL;"1-2 weeks";NULL;NULL;NULL;"Gastric Sleeve Clinics in Turkey - Find Clinic in Turke";"Tüp Mide Ameliyatý Klinikleri - Türkiye'de Klinik bul";"Schlauchmagen Operation Kliniken - Finden sie eine Klinik in der Türke";NULL;"Find Gastric Sleeve Clinic at Turkey. Gastric sleeve surgery is a gastric reduction surgery applied in the treatment of obesity. Because the operation is comfortable, it is the most common slimming surgery worldwide.";"Türkiye'deki Tüp Mide Ameliyatý Klinikleri. Tüp mide ameliyatý, obezite tedavisinde uygulanan bir mide küçültme ameliyatýdýr. Operasyon süreci konforlu olduðu için dünya çapýndaki en yaygýn zayýflama ameliyatýdýr.";"Finden sie Schlauchmagen Operation Kliniken in der Türkei.";NULL;"2109";"1";"1";"1";"21";"1";"1";"1";"gastric-sleeve";"tup-mide-ameliyati";"schlauchmagen-operation";NULL
"18";"2019-05-17 00:00:00";"2";NULL;"POSE - Primary Obesity Surgery Endolumenal";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"pose-primary-obesity-surgery-endolumenal-18";NULL;NULL;NULL
"19";"2019-05-17 00:00:00";"2";NULL;"Post Bariatric Plastic Surgery";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"post-bariatric-plastic-surgery-19";NULL;NULL;NULL
"20";"2021-07-13 10:15:47";"2";NULL;"Revisional Bariatric Surgery";"Revizyon Cerrahisi";"Magenkorrekturoperationen";NULL;"<p>Obesity surgery is the most effective treatment method for overweight people in the long term. Obesity surgery cannot guarantee that the desired weight loss will be achieved, or the weight loss will be maintained, even if it is achieved. Revisional Bariatric Surgery can be an effective solution in cases of not reaching the desired weight and re-gaining weight.</p>
<p>The operations performed within the scope of Revisional Bariatric Surgery are more difficult and require more mastery than normal obesity surgery operations. The patient's previous operation, eating habits, lifestyle, current and pre-existing health problems are scrutinized and the planning of the surgery is made according to that. Operations performed within the scope of Revisional Bariatric Surgery:</p>
<h3>Gastric Band Revision</h3>
<p>Gastric band revision is simpler than the other Revision Surgery operations because a cutting procedure is not performed in the stomach and intestines.</p>
<p>After the gastric band is removed, the patient may undergo Gastric Sleeve or Gastric Bypass operations.</p>
<h3>Gastric Sleeve Surgery Revision</h3>
<p>After gastric sleeve surgery, the stomach may expand over time or the size of the stomach may be left large during surgery.</p>
<p>In gastric sleeve revision, the stomach may be reduced again or converted to Gastric Bypass.</p>
<h3>Gastric Bypass Surgery Revision</h3>
<p>After gastric bypass, enlargement may occur in the gastric pouch and in the connection of the gastric pouch to the small intestine.</p>
<p>In gastric bypass revision, gastric reduction and narrowing of small intestine connection can be done by endoscopic or closed surgery methods. Gastric bypass can be converted to gastric sleeve, duodenal switch or trans bipartition.</p>";"<p>Obezite cerrahisi, aþýrý kilolu kiþiler için uzun dönemde en etkin tedavi yöntemidir. Ancak geliþen teknoloji ve ameliyat tekniklerine raðmen obezite cerrahisi istenilen kilo kaybýný saðlamayý, kilo kaybý saðlansa bile bu durumun korunacaðýnýn garantisini veremez. Ýstenilen kiloya ulaþamama ve yeniden kilo alýmý durumlarýnda Revizyon Cerrahisi etkili bir çözüm olabilir.</p>
<p>Revizyon Cerrahisi kapsamýnda yapýlan ameliyatlar normal obezite cerrahisi ameliyatlarýna göre daha zor ve ustalýk gerektiren ameliyatlardýr. Hastanýn önceden geçirdiði operasyon, yeme alýþkanlýklarý, yaþam tarzý, þu an ve önceden bulunan saðlýk sorunlarý titizlikle incelenir ve buna göre ameliyat planlamasý yapýlýr. Revizyon Cerrahisi kapsamýnda yapýlan ameliyatlara gelecek olursak:</p>
<h3>Mide Bandý Revizyonu</h3>
<p>Mide bandý revizyonu, mide ve baðýrsaklarda bir kesim iþlemi uygulamadýðý için diðer Revizyon Cerrahisi ameliyatlarýna göre daha basittir.</p>
<p>Mide bandý çýkartýldýktan sonra hastaya Tüp Mide veya Gastrik Bypass ameliyatlarý yapýlabilmektedir.</p>
<h3>Tüp Mide Ameliyatý Revizyonu</h3>
<p>Tüp mide ameliyatýndan sonra, zamanla mide geniþleyebilir veya ameliyat sýrasýnda midenin boyutu büyük býrakýlmýþ olabilir.</p>
<p>Tüp mide revizyonunda mide tekrar küçültülebilir veya Gastrik Bypass türüne çevrilebilir.</p>
<h3>Gastrik Bypass Ameliyatý Revizyonu</h3>
<p>Gastrik bypass sonrasý mide poþunda büyüme, mide poþunun ince baðýrsaða baðlantýsýnda geniþleme görülebilir.</p>
<p>Gastrik bypass revizyonunda endoskopik yöntemlerle veya kapalý ameliyat yöntemleriyle mide küçültmesi ve ince baðýrsak baðlantýsýnda daraltma yapýlabilir. Gastrik bypass, tüp mide, duodenal switch veya trans bipartisyona çevrilebilir.</p>";NULL;NULL;"revisional-bariatric-surgery.jpg";"4 days";NULL;NULL;NULL;"2 days";NULL;NULL;NULL;"1-2 hours";NULL;NULL;NULL;"General anesthesia";NULL;NULL;NULL;"1-2 weeks";NULL;NULL;NULL;"Revisional Bariatric Surgery Clinics in Turkey - Find Clinic in Turkey";"Revizyon Cerrahisi Klinikleri - Türkiye'de Klinik bul";"Magenkorrekturoperationen Kliniken - Finden Klinik in der Türkei";NULL;"Find Revisional Bariatric Surgery Clinic at Turkey. Revisional Bariatric Surgery can be an effective solution in cases of not reaching the desired weight and re-gaining weight.";"Türkiye'deki Revizyon Cerrahisi Klinikleri. Ýstenilen kiloya ulaþamama ve yeniden kilo alýmý durumlarýnda Revizyon Cerrahisi etkili bir çözüm olabilir.";"Finden sie Magenkorrekturoperationen Kliniken in der Türkei";NULL;"2638";"1";"1";"1";"22";"1";"1";"1";"revisional-bariatric-surgery";"revizyon-cerrahisi";"magenkorrekturoperationen";NULL
"21";"2019-05-17 00:00:00";"2";NULL;"Stomach Stapling";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"stomach-stapling-21";NULL;NULL;NULL
"22";"2019-05-17 00:00:00";"3";NULL;"Acne Facial";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"acne-facial-22";NULL;NULL;NULL
"23";"2019-05-17 00:00:00";"3";NULL;"Agera(TM) Skin Care";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"agera-skin-care-23";NULL;NULL;NULL
"24";"2019-05-17 00:00:00";"3";NULL;"Areola/Nipple tattooing restoration";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"areolanipple-tattooing-restoration-24";NULL;NULL;NULL
"25";"2019-05-17 00:00:00";"3";NULL;"Beauty Salon Enquiry";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"beauty-salon-enquiry-25";NULL;NULL;NULL
"26";"2019-05-17 00:00:00";"3";NULL;"Beauty Salon Packages";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"beauty-salon-packages-26";NULL;NULL;NULL
"27";"2019-05-17 00:00:00";"3";NULL;"Bikini Wax";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"bikini-wax-27";NULL;NULL;NULL
"28";"2019-05-17 00:00:00";"3";NULL;"Body Treatment";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"body-treatment-28";NULL;NULL;NULL
"29";"2019-05-17 00:00:00";"3";NULL;"Body Wrap";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"body-wrap-29";NULL;NULL;NULL
"30";"2019-05-17 00:00:00";"3";NULL;"BodyTite(TM)";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"bodytite-30";NULL;NULL;NULL
"31";"2019-05-17 00:00:00";"3";NULL;"Brazilian Waxing";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"brazilian-waxing-31";NULL;NULL;NULL
"32";"2019-05-17 00:00:00";"3";NULL;"Cellulite Treatment";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"cellulite-treatment-32";NULL;NULL;NULL
"33";"2019-05-17 00:00:00";"3";NULL;"Chemical Peel";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"chemical-peel-33";NULL;NULL;NULL
"34";"2019-05-17 00:00:00";"3";NULL;"Light Chemical Peel";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"light-chemical-peel-34";NULL;NULL;NULL
"35";"2019-05-17 00:00:00";"3";NULL;"Medium Chemical Peel";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"medium-chemical-peel-35";NULL;NULL;NULL
"36";"2019-05-17 00:00:00";"3";NULL;"Collagen Facial";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"collagen-facial-36";NULL;NULL;NULL
"37";"2019-05-17 00:00:00";"3";NULL;"Cosmetic Acupuncture";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"cosmetic-acupuncture-37";NULL;NULL;NULL
"38";"2019-05-17 00:00:00";"3";NULL;"Cryolipolysis";NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;"2";"1";"1";"1";"1";"1";"1";"1";"cryolipolysis-38";NULL;NULL;NULL
